Invoice Id,Branch,City,Customer Type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs
1041,C,Naypyitaw,Member,Female,Food and beverages,55.4,5,13.85,290.85,17-01-2026,15:40,Credit card,277
1042,B,Mandalay,Normal,Female,Fashion accessories,94.2,2,9.42,197.82,13-02-2026,17:25,Ewallet,188.4
1043,A,Yangon,Member,Male,Health and beauty,27.8,8,11.12,233.52,03-01-2026,09:55,Cash,222.4
1044,C,Naypyitaw,Normal,Male,Electronic accessories,68.9,6,20.67,434.07,21-02-2026,14:00,Credit card,413.4
1045,B,Mandalay,Member,Female,Home and lifestyle,42.5,1,2.13,44.63,27-01-2026,12:50,Ewallet,42.5
1046,A,Yangon,Normal,Female,Sports and travel,89.3,10,44.65,937.65,08-02-2026,18:15,Cash,893
1047,C,Naypyitaw,Member,Male,Food and beverages,15.7,3,2.36,49.46,10-01-2026,10:10,Credit card,47.1
1048,B,Mandalay,Normal,Male,Fashion accessories,52.6,9,23.67,497.07,17-02-2026,16:55,Ewallet,473.4
1049,A,Yangon,Member,Female,Health and beauty,76.1,4,15.22,319.62,16-01-2026,14:35,Cash,304.4
1050,C,Naypyitaw,Normal,Female,Electronic accessories,24.3,7,8.51,178.61,24-02-2026,19:20,Credit card,170.1
1051,B,Mandalay,Member,Male,Home and lifestyle,63.8,2,6.38,133.98,06-01-2026,11:40,Ewallet,127.6
1052,A,Yangon,Normal,Male,Sports and travel,47.2,5,11.8,247.8,02-02-2026,15:05,Cash,236
1053,C,Naypyitaw,Member,Female,Food and beverages,38.9,8,15.56,326.76,12-01-2026,09:30,Credit card,311.2
1054,B,Mandalay,Normal,Female,Fashion accessories,85.4,3,12.81,269.01,26-02-2026,17:50,Ewallet,256.2
1055,A,Yangon,Member,Male,Health and beauty,11.5,10,5.75,120.75,23-01-2026,13:10,Cash,115
1056,C,Naypyitaw,Normal,Male,Electronic accessories,59.2,6,17.76,372.96,06-02-2026,12:25,Credit card,355.2
1057,B,Mandalay,Member,Female,Home and lifestyle,92.6,4,18.52,388.92,18-01-2026,10:55,Ewallet,370.4
1058,A,Yangon,Normal,Female,Sports and travel,28.4,9,12.78,268.38,12-02-2026,19:35,Cash,255.6
1059,C,Naypyitaw,Member,Male,Food and beverages,74.5,1,3.73,78.23,25-01-2026,16:40,Credit card,74.5
1060,B,Mandalay,Normal,Male,Fashion accessories,41.9,7,14.67,307.97,28-02-2026,14:20,Ewallet,293.3
1061,A,Yangon,Member,Female,Health and beauty,66.2,5,16.55,347.55,01-01-2026,11:10,Cash,331
1062,C,Naypyitaw,Normal,Female,Electronic accessories,17.8,8,7.12,149.52,20-02-2026,09:45,Credit card,142.4
1063,B,Mandalay,Member,Male,Home and lifestyle,53.4,3,8.01,168.21,11-01-2026,15:00,Ewallet,160.2
1064,A,Yangon,Normal,Male,Sports and travel,84.1,2,8.41,176.61,10-02-2026,18:30,Cash,168.2
1065,C,Naypyitaw,Member,Female,Food and beverages,21.6,10,10.8,226.8,21-01-2026,12:15,Credit card,216
1066,B,Mandalay,Normal,Female,Fashion accessories,69.5,4,13.9,291.9,15-02-2026,14:55,Ewallet,278
1067,A,Yangon,Member,Male,Health and beauty,32.8,7,11.48,241.08,31-01-2026,10:20,Cash,229.6
1068,C,Naypyitaw,Normal,Male,Electronic accessories,75.3,5,18.83,395.33,05-02-2026,17:40,Credit card,376.5
1069,B,Mandalay,Member,Female,Home and lifestyle,49.1,9,22.1,464,15-01-2026,13:10,Ewallet,441.9
1070,A,Yangon,Normal,Female,Sports and travel,13.2,6,3.96,83.16,25-02-2026,11:50,Cash,79.2
1071,C,Naypyitaw,Member,Male,Food and beverages,97.6,4,19.52,409.92,04-01-2026,09:40,Credit card,390.4
1072,B,Mandalay,Normal,Male,Fashion accessories,28.9,8,11.56,242.76,12-02-2026,16:25,Ewallet,231.2
1073,A,Yangon,Member,Female,Health and beauty,55.7,2,5.57,116.97,22-01-2026,14:15,Cash,111.4
1074,C,Naypyitaw,Normal,Female,Electronic accessories,86.2,1,4.31,90.51,19-02-2026,10:35,Credit card,86.2
1075,B,Mandalay,Member,Male,Home and lifestyle,19.8,10,9.9,207.9,12-01-2026,18:00,Ewallet,198
1076,A,Yangon,Normal,Male,Sports and travel,42.4,5,10.6,222.6,01-02-2026,15:45,Cash,212
1077,C,Naypyitaw,Member,Female,Food and beverages,61.5,3,9.23,193.73,10-01-2026,13:10,Credit card,184.5
1078,B,Mandalay,Normal,Female,Fashion accessories,93.1,7,32.59,684.29,08-02-2026,11:20,Ewallet,651.7
1079,A,Yangon,Member,Male,Health and beauty,38.6,9,17.37,364.77,28-01-2026,17:55,Cash,347.4
1080,C,Naypyitaw,Normal,Male,Electronic accessories,25.9,4,5.18,108.78,22-02-2026,12:10,Credit card,103.6
1081,B,Mandalay,Member,Female,Home and lifestyle,77.2,6,23.16,486.36,07-01-2026,09:05,Ewallet,463.2
1082,A,Yangon,Normal,Female,Sports and travel,51.8,2,5.18,108.78,14-02-2026,14:40,Cash,103.6
1083,C,Naypyitaw,Member,Male,Food and beverages,14.4,8,5.76,120.96,19-01-2026,16:20,Credit card,115.2
1084,B,Mandalay,Normal,Male,Fashion accessories,64.3,5,16.08,337.58,03-02-2026,10:50,Ewallet,321.5
1085,A,Yangon,Member,Female,Health and beauty,98.5,1,4.93,103.43,14-01-2026,19:15,Cash,98.5
1086,C,Naypyitaw,Normal,Female,Electronic accessories,32.7,10,16.35,343.35,27-02-2026,13:30,Credit card,327
1087,B,Mandalay,Member,Male,Home and lifestyle,46.9,4,9.38,196.98,09-01-2026,11:00,Ewallet,187.6
1088,A,Yangon,Normal,Male,Sports and travel,11.2,7,3.92,82.32,11-02-2026,15:25,Cash,78.4
1089,C,Naypyitaw,Member,Female,Food and beverages,85.6,6,25.68,539.28,26-01-2026,09:40,Credit card,513.6
1090,B,Mandalay,Normal,Female,Fashion accessories,57.1,3,8.57,179.87,18-02-2026,14:10,Ewallet,171.3
1091,A,Yangon,Member,Male,Health and beauty,23.5,5,5.88,123.38,03-01-2026,18:05,Cash,117.5
1092,C,Naypyitaw,Normal,Male,Electronic accessories,69.4,2,6.94,145.74,06-02-2026,10:15,Credit card,138.8
1093,B,Mandalay,Member,Female,Home and lifestyle,12.3,9,5.54,116.24,16-01-2026,16:45,Ewallet,110.7
1094,A,Yangon,Normal,Female,Sports and travel,79.8,4,15.96,335.16,24-02-2026,11:35,Cash,319.2
1095,C,Naypyitaw,Member,Male,Food and beverages,43.7,8,17.48,367.08,05-01-2026,12:20,Credit card,349.6
1096,B,Mandalay,Normal,Male,Fashion accessories,91.2,1,4.56,95.76,13-02-2026,19:00,Ewallet,91.2
1097,A,Yangon,Member,Female,Health and beauty,54.6,10,27.3,573.3,20-01-2026,14:50,Cash,546
1098,C,Naypyitaw,Normal,Female,Electronic accessories,26.5,7,9.28,194.78,09-02-2026,10:40,Credit card,185.5
1099,B,Mandalay,Member,Male,Home and lifestyle,68.1,5,17.03,357.53,30-01-2026,17:15,Ewallet,340.5
1100,A,Yangon,Normal,Male,Sports and travel,31.4,2,3.14,65.94,17-02-2026,11:10,Cash,62.8
1101,C,Naypyitaw,Member,Female,Food and beverages,88.9,3,13.34,280.04,13-01-2026,15:35,Credit card,266.7
1102,B,Mandalay,Normal,Female,Fashion accessories,16.7,6,5.01,105.21,21-02-2026,09:25,Ewallet,100.2
1103,A,Yangon,Member,Male,Health and beauty,45.3,4,9.06,190.26,02-01-2026,12:55,Cash,181.2
1104,C,Naypyitaw,Normal,Male,Electronic accessories,72.1,8,28.84,605.64,04-02-2026,18:40,Credit card,576.8
1105,B,Mandalay,Member,Female,Home and lifestyle,95.6,1,4.78,100.38,24-01-2026,14:25,Ewallet,95.6
1106,A,Yangon,Normal,Female,Sports and travel,21.9,10,10.95,229.95,15-02-2026,10:05,Cash,219
1107,C,Naypyitaw,Member,Male,Food and beverages,64.2,5,16.05,337.05,08-01-2026,16:15,Credit card,321
1108,B,Mandalay,Normal,Male,Fashion accessories,37.8,2,3.78,79.38,26-02-2026,11:50,Ewallet,75.6
1109,A,Yangon,Member,Female,Health and beauty,83.4,9,37.53,788.13,18-01-2026,19:45,Cash,750.6
1110,C,Naypyitaw,Normal,Female,Electronic accessories,56.1,3,8.42,176.72,07-02-2026,13:20,Credit card,168.3
1111,B,Mandalay,Member,Male,Home and lifestyle,18.5,6,5.55,116.55,29-01-2026,15:30,Ewallet,111
1112,A,Yangon,Normal,Male,Sports and travel,74.9,7,26.22,550.52,23-02-2026,10:15,Cash,524.3
1113,C,Naypyitaw,Member,Female,Food and beverages,49.8,4,9.96,209.16,06-01-2026,17:50,Credit card,199.2
1114,B,Mandalay,Normal,Female,Fashion accessories,25.4,10,12.7,266.7,12-02-2026,12:10,Ewallet,254
1115,A,Yangon,Member,Male,Health and beauty,92.3,2,9.23,193.83,14-01-2026,09:45,Cash,184.6
1116,C,Naypyitaw,Normal,Male,Electronic accessories,36.5,8,14.6,306.6,19-02-2026,16:05,Credit card,292
1117,B,Mandalay,Member,Female,Home and lifestyle,61.2,3,9.18,192.78,21-01-2026,11:35,Ewallet,183.6
1118,A,Yangon,Normal,Female,Sports and travel,14.7,5,3.68,77.18,02-02-2026,18:25,Cash,73.5
1119,C,Naypyitaw,Member,Male,Food and beverages,87.4,9,39.33,825.93,10-01-2026,13:55,Credit card,786.6
1120,B,Mandalay,Normal,Male,Fashion accessories,42.8,1,2.14,44.94,28-02-2026,15:10,Ewallet,42.8
1121,A,Yangon,Member,Female,Health and beauty,79.1,6,23.73,498.33,25-01-2026,12:20,Cash,474.6
1122,C,Naypyitaw,Normal,Female,Electronic accessories,23.6,10,11.8,247.8,05-02-2026,10:10,Credit card,236
1123,B,Mandalay,Member,Male,Home and lifestyle,58.2,4,11.64,244.44,15-01-2026,14:45,Ewallet,232.8
1124,A,Yangon,Normal,Male,Sports and travel,96.3,7,33.71,707.81,11-02-2026,19:30,Cash,674.1
1125,C,Naypyitaw,Member,Female,Food and beverages,15.9,2,1.59,33.39,27-01-2026,09:25,Credit card,31.8
1126,B,Mandalay,Normal,Female,Fashion accessories,34.7,8,13.88,291.48,20-02-2026,13:40,Ewallet,277.6
1127,A,Yangon,Member,Male,Health and beauty,52.1,5,13.03,273.53,04-01-2026,15:55,Cash,260.5
1128,C,Naypyitaw,Normal,Male,Electronic accessories,89.5,3,13.43,281.93,25-02-2026,11:05,Credit card,268.5
1129,B,Mandalay,Member,Female,Home and lifestyle,26.8,9,12.06,253.26,12-01-2026,18:20,Ewallet,241.2
1130,A,Yangon,Normal,Female,Sports and travel,67.4,6,20.22,424.62,01-02-2026,14:15,Cash,404.4
1131,C,Naypyitaw,Member,Male,Food and beverages,41.2,1,2.06,43.26,22-01-2026,10:35,Credit card,41.2
1132,B,Mandalay,Normal,Male,Fashion accessories,73.5,10,36.75,771.75,16-02-2026,16:50,Ewallet,735
1133,A,Yangon,Member,Female,Health and beauty,12.6,4,2.52,52.92,31-01-2026,12:45,Cash,50.4
1134,C,Naypyitaw,Normal,Female,Electronic accessories,94.8,2,9.48,199.08,08-02-2026,19:10,Credit card,189.6
1135,B,Mandalay,Member,Male,Home and lifestyle,39.7,7,13.9,291.8,19-01-2026,13:00,Ewallet,277.9
1136,A,Yangon,Normal,Male,Sports and travel,81.3,5,20.33,426.83,14-02-2026,10:55,Cash,406.5
1137,C,Naypyitaw,Member,Female,Food and beverages,28.6,8,11.44,240.24,09-01-2026,15:40,Credit card,228.8
1138,B,Mandalay,Normal,Female,Fashion accessories,55.1,3,8.27,173.57,27-02-2026,11:20,Ewallet,165.3
1139,A,Yangon,Member,Male,Health and beauty,62.9,9,28.31,594.41,28-01-2026,18:35,Cash,566.1
1140,C,Naypyitaw,Normal,Male,Electronic accessories,17.4,6,5.22,109.62,04-02-2026,12:15,Credit card,104.4
1141,B,Mandalay,Member,Female,Home and lifestyle,88.4,10,44.2,928.2,07-01-2026,09:40,Ewallet,884
1142,A,Yangon,Normal,Female,Sports and travel,45.7,1,2.29,47.99,12-02-2026,14:25,Cash,45.7
1143,C,Naypyitaw,Member,Male,Food and beverages,71.5,4,14.3,300.3,17-01-2026,16:50,Credit card,286
1144,B,Mandalay,Normal,Male,Fashion accessories,24.9,7,8.72,183.02,22-02-2026,11:10,Ewallet,174.3
1145,A,Yangon,Member,Female,Health and beauty,93.7,5,23.43,491.93,03-01-2026,13:55,Cash,468.5
1146,C,Naypyitaw,Normal,Female,Electronic accessories,38.2,2,3.82,80.22,06-02-2026,17:05,Credit card,76.4
1147,B,Mandalay,Member,Male,Home and lifestyle,56.4,8,22.56,473.76,16-01-2026,10:20,Ewallet,451.2
1148,A,Yangon,Normal,Male,Sports and travel,13.8,3,2.07,43.47,18-02-2026,12:45,Cash,41.4
1149,C,Naypyitaw,Member,Female,Food and beverages,82.1,9,36.95,775.85,26-01-2026,19:15,Credit card,738.9
1150,B,Mandalay,Normal,Female,Fashion accessories,47.6,4,9.52,199.92,09-02-2026,14:40,Ewallet,190.4
1151,A,Yangon,Member,Male,Health and beauty,21.5,6,6.45,135.45,05-01-2026,11:30,Cash,129
1152,C,Naypyitaw,Normal,Male,Electronic accessories,65.7,10,32.85,689.85,24-02-2026,15:55,Credit card,657
1153,B,Mandalay,Member,Female,Home and lifestyle,94.3,1,4.72,99.02,30-01-2026,12:05,Ewallet,94.3
1154,A,Yangon,Normal,Female,Sports and travel,33.1,5,8.28,173.78,17-02-2026,17:20,Cash,165.5
1155,C,Naypyitaw,Member,Male,Food and beverages,76.4,7,26.74,561.54,13-01-2026,10:45,Credit card,534.8
1156,B,Mandalay,Normal,Male,Fashion accessories,12.8,2,1.28,26.88,21-02-2026,14:15,Ewallet,25.6
1157,A,Yangon,Member,Female,Health and beauty,59.8,8,23.92,502.32,02-01-2026,19:50,Cash,478.4
1158,C,Naypyitaw,Normal,Female,Electronic accessories,84.6,4,16.92,355.32,04-02-2026,11:10,Credit card,338.4
1159,B,Mandalay,Member,Male,Home and lifestyle,31.2,10,15.6,327.6,24-01-2026,13:35,Ewallet,312
1160,A,Yangon,Normal,Male,Sports and travel,69.5,3,10.43,218.93,15-02-2026,16:20,Cash,208.5
1161,C,Naypyitaw,Member,Female,Food and beverages,42.1,6,12.63,265.23,08-01-2026,18:55,Credit card,252.6
1162,B,Mandalay,Normal,Female,Fashion accessories,87.3,9,39.29,824.99,26-02-2026,10:25,Ewallet,785.7
1163,A,Yangon,Member,Male,Health and beauty,15.4,5,3.85,80.85,18-01-2026,14:45,Cash,77
1164,C,Naypyitaw,Normal,Male,Electronic accessories,54.2,1,2.71,56.91,07-02-2026,11:55,Credit card,54.2
1165,B,Mandalay,Member,Female,Home and lifestyle,78.9,4,15.78,331.38,29-01-2026,12:10,Ewallet,315.6
1166,A,Yangon,Normal,Female,Sports and travel,25.7,8,10.28,215.88,23-02-2026,17:35,Cash,205.6
1167,C,Naypyitaw,Member,Male,Food and beverages,91.5,2,9.15,192.15,06-01-2026,19:10,Credit card,183
1168,B,Mandalay,Normal,Male,Fashion accessories,46.2,10,23.1,485.1,12-02-2026,09:40,Ewallet,462
1169,A,Yangon,Member,Female,Health and beauty,72.6,3,10.89,228.69,14-01-2026,15:15,Cash,217.8
1170,C,Naypyitaw,Normal,Female,Electronic accessories,33.9,7,11.87,249.17,19-02-2026,13:00,Credit card,237.3
1171,B,Mandalay,Member,Male,Home and lifestyle,66.5,5,16.63,349.13,21-01-2026,11:45,Ewallet,332.5
1172,A,Yangon,Normal,Male,Sports and travel,19.3,9,8.69,182.39,02-02-2026,16:50,Cash,173.7
1173,C,Naypyitaw,Member,Female,Food and beverages,58.4,4,11.68,245.28,10-01-2026,14:25,Credit card,233.6
1174,B,Mandalay,Normal,Female,Fashion accessories,96.8,1,4.84,101.64,28-02-2026,10:30,Ewallet,96.8
1175,A,Yangon,Member,Male,Health and beauty,41.7,8,16.68,350.28,25-01-2026,18:15,Cash,333.6
1176,C,Naypyitaw,Normal,Male,Electronic accessories,14.2,6,4.26,89.46,05-02-2026,12:55,Credit card,85.2
1177,B,Mandalay,Member,Female,Home and lifestyle,82.4,10,41.2,865.2,15-01-2026,09:15,Ewallet,824
1178,A,Yangon,Normal,Female,Sports and travel,53.2,3,7.98,167.58,11-02-2026,14:50,Cash,159.6
1179,C,Naypyitaw,Member,Male,Food and beverages,27.1,5,6.78,142.28,27-01-2026,11:35,Credit card,135.5
1180,B,Mandalay,Normal,Male,Fashion accessories,61.9,7,21.67,454.97,20-02-2026,16:05,Ewallet,433.3
1181,A,Yangon,Member,Female,Health and beauty,99.2,2,9.92,208.32,04-01-2026,13:20,Cash,198.4
1182,C,Naypyitaw,Normal,Female,Electronic accessories,44.5,8,17.8,373.8,25-02-2026,10:10,Credit card,356
1183,B,Mandalay,Member,Male,Home and lifestyle,11.7,4,2.34,49.14,12-01-2026,15:45,Ewallet,46.8
1184,A,Yangon,Normal,Male,Sports and travel,73.4,10,36.7,770.7,01-02-2026,18:40,Cash,734
1185,C,Naypyitaw,Member,Female,Food and beverages,56.8,1,2.84,59.64,22-01-2026,12:25,Credit card,56.8
1186,B,Mandalay,Normal,Female,Fashion accessories,29.3,6,8.79,184.59,16-02-2026,14:55,Ewallet,175.8
1187,A,Yangon,Member,Male,Health and beauty,85.2,5,21.3,447.3,31-01-2026,10:50,Cash,426
1188,C,Naypyitaw,Normal,Male,Electronic accessories,18.1,9,8.15,171.05,08-02-2026,19:15,Credit card,162.9
1189,B,Mandalay,Member,Female,Home and lifestyle,64.7,3,9.71,203.81,19-01-2026,16:40,Ewallet,194.1
1190,A,Yangon,Normal,Female,Sports and travel,49.2,7,17.22,361.62,14-02-2026,13:20,Cash,344.4
1191,C,Naypyitaw,Member,Male,Food and beverages,95.1,4,19.02,399.42,09-01-2026,11:45,Credit card,380.4
1192,B,Mandalay,Normal,Male,Fashion accessories,32.6,2,3.26,68.46,27-02-2026,17:10,Ewallet,65.2
1193,A,Yangon,Member,Female,Health and beauty,67.9,10,33.95,712.95,28-01-2026,09:35,Cash,679
1194,C,Naypyitaw,Normal,Female,Electronic accessories,22.4,5,5.6,117.6,04-02-2026,14:50,Credit card,112
1195,B,Mandalay,Member,Male,Home and lifestyle,75.8,8,30.32,636.72,07-01-2026,18:25,Ewallet,606.4
1196,A,Yangon,Normal,Male,Sports and travel,16.5,1,0.83,17.33,12-02-2026,12:05,Cash,16.5
1197,C,Naypyitaw,Member,Female,Food and beverages,89.4,3,13.41,281.61,17-01-2026,10:30,Credit card,268.2
1198,B,Mandalay,Normal,Female,Fashion accessories,51.7,6,15.51,325.71,22-02-2026,15:55,Ewallet,310.2
1199,A,Yangon,Member,Male,Health and beauty,43.2,9,19.44,408.24,03-01-2026,16:10,Cash,388.8
1200,C,Naypyitaw,Normal,Male,Electronic accessories,97.3,4,19.46,408.66,06-02-2026,19:40,Credit card,389.2
